date,week_number,state,district,class,boys_enrolled,girls_enrolled,teacher_present,mdm_served,data_source
2026-03-28,2,Rajasthan,KOTA,1,35,30,1,1,demo_generated
2026-03-28,2,Rajasthan,KOTA,2,30,19,1,1,demo_generated
2026-03-28,2,Rajasthan,KOTA,3,28,46,1,1,demo_generated
2026-03-28,2,Rajasthan,KOTA,4,39,46,1,1,demo_generated
2026-03-28,2,Rajasthan,KOTA,5,30,22,1,1,demo_generated
2026-03-28,2,Rajasthan,KOTA,6,35,25,1,1,demo_generated
2026-03-28,2,Rajasthan,KOTA,7,36,17,0,1,demo_generated
2026-03-28,2,Rajasthan,KOTA,8,19,35,1,1,demo_generated
2026-03-28,2,Maharashtra,PUNE,1,48,35,1,1,demo_generated
2026-03-28,2,Maharashtra,PUNE,2,39,32,1,1,demo_generated
2026-03-28,2,Maharashtra,PUNE,3,36,19,1,1,demo_generated
2026-03-28,2,Maharashtra,PUNE,4,29,43,1,1,demo_generated
2026-03-28,2,Maharashtra,PUNE,5,26,29,0,0,demo_generated
2026-03-28,2,Maharashtra,PUNE,6,44,33,1,1,demo_generated
2026-03-28,2,Maharashtra,PUNE,7,36,29,1,0,demo_generated
2026-03-28,2,Maharashtra,PUNE,8,40,40,1,1,demo_generated
2026-03-28,2,Maharashtra,NASHIK,1,28,20,1,0,demo_generated
2026-03-28,2,Maharashtra,NASHIK,2,20,36,1,1,demo_generated
2026-03-28,2,Maharashtra,NASHIK,3,38,54,0,1,demo_generated
2026-03-28,2,Maharashtra,NASHIK,4,35,31,1,0,demo_generated
2026-03-28,2,Maharashtra,NASHIK,5,37,34,1,1,demo_generated
2026-03-28,2,Maharashtra,NASHIK,6,33,25,1,1,demo_generated
2026-03-28,2,Maharashtra,NASHIK,7,35,31,1,0,demo_generated
2026-03-28,2,Maharashtra,NASHIK,8,34,39,1,1,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,1,35,20,1,1,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,2,30,30,1,1,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,3,35,36,0,1,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,4,35,14,1,1,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,5,25,37,1,1,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,6,33,45,1,0,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,7,36,28,0,1,demo_generated
2026-03-28,2,Maharashtra,AURANGABAD,8,30,29,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,1,36,32,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,2,42,18,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,3,24,29,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,4,39,38,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,5,30,8,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,6,30,35,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,7,34,37,1,1,demo_generated
2026-03-28,2,Maharashtra,NAGPUR,8,44,30,1,1,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,1,31,24,1,1,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,2,24,17,1,1,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,3,29,41,1,1,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,4,40,27,1,0,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,5,52,26,1,0,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,6,45,46,1,1,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,7,38,25,1,1,demo_generated
2026-03-28,2,Maharashtra,SOLAPUR,8,32,33,1,1,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,1,24,23,1,1,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,2,26,36,1,1,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,3,44,38,1,1,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,4,42,25,1,1,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,5,32,29,1,1,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,6,38,51,1,0,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,7,29,40,0,1,demo_generated
2026-03-28,2,Gujarat,AHMEDABAD,8,47,36,1,1,demo_generated
2026-03-28,2,Gujarat,SURAT,1,32,24,0,1,demo_generated
2026-03-28,2,Gujarat,SURAT,2,26,14,1,1,demo_generated
2026-03-28,2,Gujarat,SURAT,3,33,29,0,1,demo_generated
2026-03-28,2,Gujarat,SURAT,4,41,26,1,0,demo_generated
2026-03-28,2,Gujarat,SURAT,5,33,34,1,1,demo_generated
2026-03-28,2,Gujarat,SURAT,6,38,38,1,1,demo_generated
2026-03-28,2,Gujarat,SURAT,7,36,20,0,0,demo_generated
2026-03-28,2,Gujarat,SURAT,8,38,26,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,1,44,32,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,2,36,55,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,3,41,35,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,4,33,20,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,5,33,24,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,6,48,35,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,7,44,26,1,1,demo_generated
2026-03-28,2,Gujarat,VADODARA,8,28,37,0,1,demo_generated
2026-03-28,2,Gujarat,RAJKOT,1,27,28,1,0,demo_generated
2026-03-28,2,Gujarat,RAJKOT,2,48,28,0,1,demo_generated
2026-03-28,2,Gujarat,RAJKOT,3,23,16,1,1,demo_generated
2026-03-28,2,Gujarat,RAJKOT,4,22,43,1,1,demo_generated
2026-03-28,2,Gujarat,RAJKOT,5,30,55,1,1,demo_generated
2026-03-28,2,Gujarat,RAJKOT,6,47,50,1,1,demo_generated
2026-03-28,2,Gujarat,RAJKOT,7,43,37,1,0,demo_generated
2026-03-28,2,Gujarat,RAJKOT,8,28,31,1,1,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,1,40,40,1,1,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,2,25,30,1,1,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,3,34,30,1,1,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,4,26,48,1,1,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,5,33,23,1,1,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,6,50,45,1,1,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,7,36,16,1,0,demo_generated
2026-03-28,2,Gujarat,GANDHINAGAR,8,31,17,0,0,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,1,39,27,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,2,34,47,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,3,30,36,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,4,41,43,0,1,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,5,34,30,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,6,33,35,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,7,46,29,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,BHOPAL,8,15,39,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,1,35,36,0,1,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,2,22,27,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,3,41,20,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,4,38,31,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,5,29,24,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,6,26,32,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,7,36,28,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,INDORE,8,26,5,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,1,38,40,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,2,39,50,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,3,33,44,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,4,29,24,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,5,35,46,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,6,32,17,0,1,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,7,42,31,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,GWALIOR,8,37,25,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,1,35,19,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,2,49,41,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,3,35,39,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,4,29,41,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,5,32,28,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,6,27,35,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,7,35,44,0,1,demo_generated
2026-03-28,2,Madhya Pradesh,JABALPUR,8,26,35,0,1,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,1,44,55,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,2,36,28,1,0,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,3,36,43,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,4,45,30,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,5,45,31,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,6,41,36,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,7,31,23,1,1,demo_generated
2026-03-28,2,Madhya Pradesh,UJJAIN,8,44,45,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,1,38,27,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,2,25,36,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,3,37,25,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,4,41,16,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,5,26,22,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,6,39,29,0,1,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,7,40,36,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,LUCKNOW,8,40,43,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,1,43,26,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,2,30,27,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,3,40,24,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,4,40,32,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,5,27,36,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,6,37,42,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,7,34,25,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,VARANASI,8,26,19,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,1,42,41,0,1,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,2,34,26,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,3,35,36,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,4,27,29,1,0,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,5,42,31,0,1,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,6,13,33,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,7,39,38,0,1,demo_generated
2026-04-04,3,Uttar Pradesh,AGRA,8,47,37,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,1,35,14,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,2,52,26,0,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,3,35,41,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,4,29,17,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,5,31,22,0,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,6,23,27,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,7,35,15,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,KANPUR,8,32,22,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,1,19,29,0,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,2,36,22,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,3,43,28,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,4,29,15,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,5,37,31,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,6,31,29,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,7,47,35,1,1,demo_generated
2026-04-04,3,Uttar Pradesh,ALLAHABAD,8,17,22,1,1,demo_generated
2026-04-04,3,Bihar,PATNA,1,33,28,1,1,demo_generated
2026-04-04,3,Bihar,PATNA,2,36,30,1,1,demo_generated
2026-04-04,3,Bihar,PATNA,3,34,28,1,0,demo_generated
2026-04-04,3,Bihar,PATNA,4,42,29,1,1,demo_generated
2026-04-04,3,Bihar,PATNA,5,25,28,1,1,demo_generated
2026-04-04,3,Bihar,PATNA,6,33,13,1,1,demo_generated
2026-04-04,3,Bihar,PATNA,7,36,19,1,1,demo_generated
2026-04-04,3,Bihar,PATNA,8,42,30,1,1,demo_generated
2026-04-04,3,Bihar,GAYA,1,25,35,1,1,demo_generated
2026-04-04,3,Bihar,GAYA,2,46,25,1,0,demo_generated
2026-04-04,3,Bihar,GAYA,3,33,34,1,1,demo_generated
2026-04-04,3,Bihar,GAYA,4,45,14,1,1,demo_generated
2026-04-04,3,Bihar,GAYA,5,26,24,1,1,demo_generated
2026-04-04,3,Bihar,GAYA,6,32,34,1,1,demo_generated
2026-04-04,3,Bihar,GAYA,7,45,38,1,1,demo_generated
2026-04-04,3,Bihar,GAYA,8,21,21,1,1,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,1,25,22,0,1,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,2,28,30,1,1,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,3,39,28,1,1,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,4,34,24,1,1,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,5,32,40,1,0,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,6,40,24,1,0,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,7,34,31,1,1,demo_generated
2026-04-04,3,Bihar,MUZAFFARPUR,8,25,29,1,1,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,1,40,31,1,1,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,2,28,22,1,1,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,3,19,33,1,1,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,4,51,20,1,1,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,5,43,43,1,1,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,6,31,27,1,1,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,7,37,31,1,0,demo_generated
2026-04-04,3,Bihar,BHAGALPUR,8,37,24,1,1,demo_generated
2026-04-04,3,Bihar,DARBHANGA,1,39,24,0,1,demo_generated
2026-04-04,3,Bihar,DARBHANGA,2,38,27,1,0,demo_generated
2026-04-04,3,Bihar,DARBHANGA,3,20,37,1,1,demo_generated
2026-04-04,3,Bihar,DARBHANGA,4,30,38,1,1,demo_generated
2026-04-04,3,Bihar,DARBHANGA,5,43,29,0,1,demo_generated
2026-04-04,3,Bihar,DARBHANGA,6,39,32,1,0,demo_generated
2026-04-04,3,Bihar,DARBHANGA,7,33,26,1,1,demo_generated
2026-04-04,3,Bihar,DARBHANGA,8,39,4,1,0,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,1,34,28,1,1,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,2,28,35,1,1,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,3,29,39,1,0,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,4,42,36,1,1,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,5,40,36,1,1,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,6,41,38,1,1,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,7,37,41,1,1,demo_generated
2026-04-04,3,Rajasthan,JAIPUR,8,33,25,1,1,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,1,28,29,1,0,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,2,19,33,1,1,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,3,40,40,1,1,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,4,22,25,1,1,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,5,41,30,1,1,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,6,40,20,0,1,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,7,45,20,1,0,demo_generated
2026-04-04,3,Rajasthan,JODHPUR,8,10,33,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,1,36,27,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,2,38,36,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,3,38,27,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,4,29,28,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,5,28,42,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,6,32,33,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,7,41,24,1,1,demo_generated
2026-04-04,3,Rajasthan,UDAIPUR,8,24,24,1,1,demo_generated
2026-04-04,3,Rajasthan,AJMER,1,37,33,1,0,demo_generated
2026-04-04,3,Rajasthan,AJMER,2,38,31,1,1,demo_generated
2026-04-04,3,Rajasthan,AJMER,3,15,30,1,1,demo_generated
2026-04-04,3,Rajasthan,AJMER,4,42,43,0,1,demo_generated
2026-04-04,3,Rajasthan,AJMER,5,35,33,1,1,demo_generated
2026-04-04,3,Rajasthan,AJMER,6,39,42,1,1,demo_generated
2026-04-04,3,Rajasthan,AJMER,7,35,37,1,1,demo_generated
2026-04-04,3,Rajasthan,AJMER,8,30,21,1,1,demo_generated
2026-04-04,3,Rajasthan,KOTA,1,31,45,1,0,demo_generated
2026-04-04,3,Rajasthan,KOTA,2,39,21,1,0,demo_generated
2026-04-04,3,Rajasthan,KOTA,3,40,22,1,1,demo_generated
2026-04-04,3,Rajasthan,KOTA,4,38,23,1,1,demo_generated
2026-04-04,3,Rajasthan,KOTA,5,25,46,1,1,demo_generated
2026-04-04,3,Rajasthan,KOTA,6,32,37,1,1,demo_generated
2026-04-04,3,Rajasthan,KOTA,7,35,22,1,0,demo_generated
2026-04-04,3,Rajasthan,KOTA,8,33,23,1,1,demo_generated
2026-04-04,3,Maharashtra,PUNE,1,54,39,1,1,demo_generated
2026-04-04,3,Maharashtra,PUNE,2,35,36,1,1,demo_generated
2026-04-04,3,Maharashtra,PUNE,3,40,38,1,0,demo_generated
2026-04-04,3,Maharashtra,PUNE,4,40,37,1,1,demo_generated
2026-04-04,3,Maharashtra,PUNE,5,35,45,1,1,demo_generated
2026-04-04,3,Maharashtra,PUNE,6,36,32,1,1,demo_generated
2026-04-04,3,Maharashtra,PUNE,7,36,34,1,1,demo_generated
2026-04-04,3,Maharashtra,PUNE,8,22,24,1,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,1,34,17,1,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,2,35,34,0,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,3,24,26,1,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,4,45,37,1,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,5,38,42,1,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,6,28,20,0,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,7,42,31,1,1,demo_generated
2026-04-04,3,Maharashtra,NASHIK,8,28,50,1,0,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,1,22,33,1,1,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,2,33,28,1,1,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,3,17,45,1,1,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,4,23,29,1,0,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,5,31,37,0,1,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,6,22,36,1,1,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,7,36,26,0,1,demo_generated
2026-04-04,3,Maharashtra,AURANGABAD,8,38,32,1,1,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,1,49,30,1,1,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,2,27,36,1,1,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,3,32,31,1,1,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,4,24,37,1,0,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,5,31,34,1,1,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,6,51,29,1,1,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,7,40,30,0,1,demo_generated
2026-04-04,3,Maharashtra,NAGPUR,8,29,43,1,1,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,1,20,41,1,1,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,2,19,40,1,1,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,3,35,23,1,1,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,4,31,38,0,1,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,5,50,17,1,1,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,6,27,20,0,0,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,7,33,40,1,1,demo_generated
2026-04-04,3,Maharashtra,SOLAPUR,8,23,31,1,1,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,1,42,28,1,1,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,2,14,33,1,0,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,3,44,22,1,1,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,4,20,34,1,1,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,5,37,27,1,1,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,6,29,32,0,1,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,7,26,22,1,1,demo_generated
2026-04-04,3,Gujarat,AHMEDABAD,8,40,21,1,0,demo_generated
2026-04-04,3,Gujarat,SURAT,1,21,25,1,1,demo_generated
2026-04-04,3,Gujarat,SURAT,2,31,36,1,0,demo_generated
2026-04-04,3,Gujarat,SURAT,3,30,44,1,1,demo_generated
2026-04-04,3,Gujarat,SURAT,4,35,24,1,1,demo_generated
2026-04-04,3,Gujarat,SURAT,5,38,44,0,1,demo_generated
2026-04-04,3,Gujarat,SURAT,6,40,18,1,1,demo_generated
2026-04-04,3,Gujarat,SURAT,7,31,34,1,1,demo_generated
2026-04-04,3,Gujarat,SURAT,8,39,30,1,1,demo_generated
2026-04-04,3,Gujarat,VADODARA,1,32,48,0,1,demo_generated
2026-04-04,3,Gujarat,VADODARA,2,40,35,1,1,demo_generated
2026-04-04,3,Gujarat,VADODARA,3,30,22,1,0,demo_generated
2026-04-04,3,Gujarat,VADODARA,4,38,39,1,1,demo_generated
2026-04-04,3,Gujarat,VADODARA,5,34,38,1,1,demo_generated
2026-04-04,3,Gujarat,VADODARA,6,40,39,1,1,demo_generated
2026-04-04,3,Gujarat,VADODARA,7,22,28,1,1,demo_generated
2026-04-04,3,Gujarat,VADODARA,8,39,32,1,1,demo_generated
2026-04-04,3,Gujarat,RAJKOT,1,40,35,1,1,demo_generated
2026-04-04,3,Gujarat,RAJKOT,2,17,41,1,0,demo_generated
2026-04-04,3,Gujarat,RAJKOT,3,31,24,1,0,demo_generated
2026-04-04,3,Gujarat,RAJKOT,4,43,37,1,1,demo_generated
2026-04-04,3,Gujarat,RAJKOT,5,44,34,0,1,demo_generated
2026-04-04,3,Gujarat,RAJKOT,6,32,33,1,1,demo_generated
2026-04-04,3,Gujarat,RAJKOT,7,26,19,1,1,demo_generated
2026-04-04,3,Gujarat,RAJKOT,8,29,45,1,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,1,30,16,1,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,2,33,27,0,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,3,43,45,1,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,4,31,34,1,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,5,37,31,1,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,6,33,23,1,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,7,20,23,1,1,demo_generated
2026-04-04,3,Gujarat,GANDHINAGAR,8,34,18,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,1,36,32,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,2,30,29,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,3,24,39,1,0,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,4,41,21,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,5,26,23,1,0,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,6,39,35,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,7,43,42,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,BHOPAL,8,22,36,1,0,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,1,43,28,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,2,34,30,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,3,33,39,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,4,48,44,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,5,30,34,1,0,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,6,28,25,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,7,34,25,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,INDORE,8,30,34,0,0,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,1,38,36,0,1,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,2,38,20,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,3,28,32,1,0,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,4,43,53,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,5,37,38,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,6,24,38,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,7,50,25,0,1,demo_generated
2026-04-04,3,Madhya Pradesh,GWALIOR,8,30,39,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,JABALPUR,1,35,14,1,1,demo_generated
2026-04-04,3,Madhya Pradesh,JABALPUR,2,31,44,1,1,demo_generated
